Rk,Team,Overall,Home,Road,W,≤3,≥10,L,W%,HW,HL,HW%,RW,RL,RW%,Season
21,NOP,30-42,15-21,15-21,30,2-6,18-15,42,0.4166666666666667,15,21,0.4166666666666667,15,21,0.4166666666666667,2020
22,WAS,25-47,16-20,9-27,25,1-4,12-25,47,0.3472222222222222,16,20,0.4444444444444444,9,27,0.25,2020
23,CHO,23-42,10-21,13-21,23,9-8,5-25,42,0.35384615384615387,10,21,0.3225806451612903,13,21,0.38235294117647056,2020
24,CHI,22-43,14-20,8-23,22,6-6,7-19,43,0.3384615384615385,14,20,0.4117647058823529,8,23,0.25806451612903225,2020
25,NYK,21-45,11-22,10-23,21,7-6,8-21,45,0.3181818181818182,11,22,0.3333333333333333,10,23,0.30303030303030304,2020
26,ATL,20-47,14-20,6-27,20,1-5,8-29,47,0.29850746268656714,14,20,0.4117647058823529,6,27,0.18181818181818182,2020
27,DET,20-46,11-22,9-24,20,4-6,9-26,46,0.30303030303030304,11,22,0.3333333333333333,9,24,0.2727272727272727,2020
28,CLE,19-46,11-25,8-21,19,5-5,6-28,46,0.2923076923076923,11,25,0.3055555555555556,8,21,0.27586206896551724,2020
29,MIN,19-45,8-24,11-21,19,3-4,10-21,45,0.296875,8,24,0.25,11,21,0.34375,2020
30,GSW,15-50,8-26,7-24,15,1-3,8-30,50,0.23076923076923078,8,26,0.23529411764705882,7,24,0.22580645161290322,2020
1,UTA,52-20,31-5,21-15,52,3-2,39-7,20,0.7222222222222222,31,5,0.8611111111111112,21,15,0.5833333333333334,2021
2,PHO,51-21,27-9,24-12,51,9-3,23-8,21,0.7083333333333334,27,9,0.75,24,12,0.6666666666666666,2021
3,PHI,49-23,29-7,20-16,49,7-3,27-12,23,0.6805555555555556,29,7,0.8055555555555556,20,16,0.5555555555555556,2021
4,BRK,48-24,28-8,20-16,48,3-5,24-11,24,0.6666666666666666,28,8,0.7777777777777778,20,16,0.5555555555555556,2021
5,DEN,47-25,25-11,22-14,47,6-4,29-11,25,0.6527777777777778,25,11,0.6944444444444444,22,14,0.6111111111111112,2021
6,LAC,47-25,26-10,21-15,47,3-4,31-7,25,0.6527777777777778,26,10,0.7222222222222222,21,15,0.5833333333333334,2021
7,MIL,46-26,26-10,20-16,46,6-5,29-12,26,0.6388888888888888,26,10,0.7222222222222222,20,16,0.5555555555555556,2021
8,DAL,42-30,21-15,21-15,42,5-4,26-17,30,0.5833333333333334,21,15,0.5833333333333334,21,15,0.5833333333333334,2021
9,LAL,42-30,21-15,21-15,42,7-5,22-13,30,0.5833333333333334,21,15,0.5833333333333334,21,15,0.5833333333333334,2021
10,POR,42-30,20-16,22-14,42,10-9,19-12,30,0.5833333333333334,20,16,0.5555555555555556,22,14,0.6111111111111112,2021
11,ATL,41-31,25-11,16-20,41,3-3,25-15,31,0.5694444444444444,25,11,0.6944444444444444,16,20,0.4444444444444444,2021
12,NYK,41-31,25-11,16-20,41,2-9,24-15,31,0.5694444444444444,25,11,0.6944444444444444,16,20,0.4444444444444444,2021
13,MIA,40-32,21-15,19-17,40,4-5,17-17,32,0.5555555555555556,21,15,0.5833333333333334,19,17,0.5277777777777778,2021
14,GSW,39-33,25-11,14-22,39,6-4,25-18,33,0.5416666666666666,25,11,0.6944444444444444,14,22,0.3888888888888889,2021
15,MEM,38-34,18-18,20-16,38,3-7,23-21,34,0.5277777777777778,18,18,0.5,20,16,0.5555555555555556,2021
16,BOS,36-36,21-15,15-21,36,7-5,17-12,36,0.5,21,15,0.5833333333333334,15,21,0.4166666666666667,2021
17,WAS,34-38,19-17,15-21,34,11-8,14-20,38,0.4722222222222222,19,17,0.5277777777777778,15,21,0.4166666666666667,2021
18,IND,34-38,13-23,21-15,34,5-4,15-17,38,0.4722222222222222,13,23,0.3611111111111111,21,15,0.5833333333333334,2021
19,CHO,33-39,18-18,15-21,33,9-4,14-24,39,0.4583333333333333,18,18,0.5,15,21,0.4166666666666667,2021
20,SAS,33-39,14-22,19-17,33,7-8,18-20,39,0.4583333333333333,14,22,0.3888888888888889,19,17,0.5277777777777778,2021
21,CHI,31-41,15-21,16-20,31,3-5,16-20,41,0.4305555555555556,15,21,0.4166666666666667,16,20,0.4444444444444444,2021
22,NOP,31-41,18-18,13-23,31,3-10,13-21,41,0.4305555555555556,18,18,0.5,13,23,0.3611111111111111,2021
23,SAC,31-41,16-20,15-21,31,10-5,12-22,41,0.4305555555555556,16,20,0.4444444444444444,15,21,0.4166666666666667,2021
24,TOR,27-45,16-20,11-25,27,3-6,17-19,45,0.375,16,20,0.4444444444444444,11,25,0.3055555555555556,2021
25,MIN,23-49,13-23,10-26,23,4-6,9-25,49,0.3194444444444444,13,23,0.3611111111111111,10,26,0.2777777777777778,2021
26,CLE,22-50,13-23,9-27,22,4-2,11-37,50,0.3055555555555556,13,23,0.3611111111111111,9,27,0.25,2021
27,OKC,22-50,10-26,12-24,22,7-5,5-36,50,0.3055555555555556,10,26,0.2777777777777778,12,24,0.3333333333333333,2021
28,ORL,21-51,11-25,10-26,21,3-5,6-35,51,0.2916666666666667,11,25,0.3055555555555556,10,26,0.2777777777777778,2021
29,DET,20-52,13-23,7-29,20,1-8,14-31,52,0.2777777777777778,13,23,0.3611111111111111,7,29,0.19444444444444445,2021
30,HOU,17-55,9-27,8-28,17,3-4,8-37,55,0.2361111111111111,9,27,0.25,8,28,0.2222222222222222,2021
1,PHO,64-18,32-9,32-9,64,6-2,37-9,18,0.7804878048780488,32,9,0.7804878048780488,32,9,0.7804878048780488,2022
2,MEM,56-26,30-11,26-15,56,5-3,33-17,26,0.6829268292682927,30,11,0.7317073170731707,26,15,0.6341463414634146,2022
3,GSW,53-29,31-10,22-19,53,6-5,34-10,29,0.6463414634146342,31,10,0.7560975609756098,22,19,0.5365853658536586,2022
4,MIA,53-29,29-12,24-17,53,3-6,31-15,29,0.6463414634146342,29,12,0.7073170731707317,24,17,0.5853658536585366,2022
5,DAL,52-30,29-12,23-18,52,7-5,27-14,30,0.6341463414634146,29,12,0.7073170731707317,23,18,0.5609756097560976,2022
6,BOS,51-31,28-13,23-18,51,3-9,35-9,31,0.6219512195121951,28,13,0.6829268292682927,23,18,0.5609756097560976,2022
7,MIL,51-31,27-14,24-17,51,4-2,31-15,31,0.6219512195121951,27,14,0.6585365853658537,24,17,0.5853658536585366,2022
8,PHI,51-31,24-17,27-14,51,6-6,28-11,31,0.6219512195121951,24,17,0.5853658536585366,27,14,0.6585365853658537,2022
9,UTA,49-33,29-12,20-21,49,1-6,34-10,33,0.5975609756097561,29,12,0.7073170731707317,20,21,0.4878048780487805,2022
10,DEN,48-34,23-18,25-16,48,8-3,23-20,34,0.5853658536585366,23,18,0.5609756097560976,25,16,0.6097560975609756,2022
11,TOR,48-34,24-17,24-17,48,7-6,25-14,34,0.5853658536585366,24,17,0.5853658536585366,24,17,0.5853658536585366,2022
12,CHI,46-36,27-14,19-22,46,4-4,23-20,36,0.5609756097560976,27,14,0.6585365853658537,19,22,0.4634146341463415,2022
13,MIN,46-36,26-15,20-21,46,4-4,28-21,36,0.5609756097560976,26,15,0.6341463414634146,20,21,0.4878048780487805,2022
14,BRK,44-38,20-21,24-17,44,8-4,20-20,38,0.5365853658536586,20,21,0.4878048780487805,24,17,0.5853658536585366,2022
15,CLE,44-38,25-16,19-22,44,10-4,22-19,38,0.5365853658536586,25,16,0.6097560975609756,19,22,0.4634146341463415,2022
16,ATL,43-39,27-14,16-25,43,7-3,24-18,39,0.524390243902439,27,14,0.6585365853658537,16,25,0.3902439024390244,2022
17,CHO,43-39,22-19,21-20,43,6-8,24-23,39,0.524390243902439,22,19,0.5365853658536586,21,20,0.5121951219512195,2022
18,LAC,42-40,25-16,17-24,42,10-5,20-21,40,0.5121951219512195,25,16,0.6097560975609756,17,24,0.4146341463414634,2022
19,NYK,37-45,17-24,20-21,37,5-6,19-23,45,0.45121951219512196,17,24,0.4146341463414634,20,21,0.4878048780487805,2022
20,NOP,36-46,19-22,17-24,36,4-3,23-30,46,0.43902439024390244,19,22,0.4634146341463415,17,24,0.4146341463414634,2022
21,WAS,35-47,21-20,14-27,35,12-6,11-27,47,0.4268292682926829,21,20,0.5121951219512195,14,27,0.34146341463414637,2022
22,SAS,34-48,16-25,18-23,34,6-5,19-24,48,0.4146341463414634,16,25,0.3902439024390244,18,23,0.43902439024390244,2022
23,LAL,33-49,21-20,12-29,33,5-7,13-22,49,0.4024390243902439,21,20,0.5121951219512195,12,29,0.2926829268292683,2022
24,SAC,30-52,16-25,14-27,30,7-8,11-30,52,0.36585365853658536,16,25,0.3902439024390244,14,27,0.34146341463414637,2022
25,POR,27-55,17-24,10-31,27,1-5,11-41,55,0.32926829268292684,17,24,0.4146341463414634,10,31,0.24390243902439024,2022
26,IND,25-57,16-25,9-32,25,3-14,14-19,57,0.3048780487804878,16,25,0.3902439024390244,9,32,0.21951219512195122,2022
27,OKC,24-58,12-29,12-29,24,7-6,9-32,58,0.2926829268292683,12,29,0.2926829268292683,12,29,0.2926829268292683,2022
28,DET,23-59,13-28,10-31,23,7-6,6-33,59,0.2804878048780488,13,28,0.3170731707317073,10,31,0.24390243902439024,2022
29,ORL,22-60,12-29,10-31,22,2-7,6-39,60,0.2682926829268293,12,29,0.2926829268292683,10,31,0.24390243902439024,2022
30,HOU,20-62,11-30,9-32,20,3-9,9-44,62,0.24390243902439024,11,30,0.2682926829268293,9,32,0.21951219512195122,2022
1,MIL,58-24,32-9,26-15,58,6-1,30-15,24,0.7073170731707317,32,9,0.7804878048780488,26,15,0.6341463414634146,2023
2,BOS,57-25,32-9,25-16,57,5-8,31-11,25,0.6951219512195121,32,9,0.7804878048780488,25,16,0.6097560975609756,2023
3,PHI,54-28,29-12,25-16,54,10-5,26-11,28,0.6585365853658537,29,12,0.7073170731707317,25,16,0.6097560975609756,2023
4,DEN,53-29,34-7,19-22,53,7-6,29-15,29,0.6463414634146342,34,7,0.8292682926829268,19,22,0.4634146341463415,2023
5,CLE,51-31,31-10,20-21,51,5-8,33-11,31,0.6219512195121951,31,10,0.7560975609756098,20,21,0.4878048780487805,2023
6,MEM,51-31,35-6,16-25,51,3-6,31-17,31,0.6219512195121951,35,6,0.8536585365853658,16,25,0.3902439024390244,2023
7,SAC,48-34,23-18,25-16,48,9-7,19-13,34,0.5853658536585366,23,18,0.5609756097560976,25,16,0.6097560975609756,2023
8,NYK,47-35,23-18,24-17,47,10-4,23-13,35,0.573170731707317,23,18,0.5609756097560976,24,17,0.5853658536585366,2023
9,BRK,45-37,23-18,22-19,45,10-4,22-17,37,0.5487804878048781,23,18,0.5609756097560976,22,19,0.5365853658536586,2023
10,PHO,45-37,28-13,17-24,45,4-9,28-17,37,0.5487804878048781,28,13,0.6829268292682927,17,24,0.4146341463414634,2023
11,GSW,44-38,33-8,11-30,44,4-8,24-16,38,0.5365853658536586,33,8,0.8048780487804879,11,30,0.2682926829268293,2023
12,LAC,44-38,23-18,21-20,44,4-6,20-21,38,0.5365853658536586,23,18,0.5609756097560976,21,20,0.5121951219512195,2023
13,MIA,44-38,27-14,17-24,44,14-8,12-13,38,0.5365853658536586,27,14,0.6585365853658537,17,24,0.4146341463414634,2023
14,LAL,43-39,23-18,20-21,43,8-5,19-19,39,0.524390243902439,23,18,0.5609756097560976,20,21,0.4878048780487805,2023
15,MIN,42-40,22-19,20-21,42,6-7,15-16,40,0.5121951219512195,22,19,0.5365853658536586,20,21,0.4878048780487805,2023
16,NOP,42-40,27-14,15-26,42,4-6,25-20,40,0.5121951219512195,27,14,0.6585365853658537,15,26,0.36585365853658536,2023
17,ATL,41-41,24-17,17-24,41,10-7,19-15,41,0.5,24,17,0.5853658536585366,17,24,0.4146341463414634,2023
18,TOR,41-41,27-14,14-27,41,4-10,23-16,41,0.5,27,14,0.6585365853658537,14,27,0.34146341463414637,2023
19,CHI,40-42,22-19,18-23,40,4-7,24-19,42,0.4878048780487805,22,19,0.5365853658536586,18,23,0.43902439024390244,2023
20,OKC,40-42,24-17,16-25,40,7-7,21-15,42,0.4878048780487805,24,17,0.5853658536585366,16,25,0.3902439024390244,2023
21,DAL,38-44,23-18,15-26,38,8-12,11-12,44,0.4634146341463415,23,18,0.5609756097560976,15,26,0.36585365853658536,2023
22,UTA,37-45,23-18,14-27,37,10-8,13-16,45,0.45121951219512196,23,18,0.5609756097560976,14,27,0.34146341463414637,2023
23,IND,35-47,20-21,15-26,35,8-7,9-25,47,0.4268292682926829,20,21,0.4878048780487805,15,26,0.36585365853658536,2023
24,WAS,35-47,19-22,16-25,35,7-6,19-21,47,0.4268292682926829,19,22,0.4634146341463415,16,25,0.3902439024390244,2023
25,ORL,34-48,20-21,14-27,34,5-6,16-24,48,0.4146341463414634,20,21,0.4878048780487805,14,27,0.34146341463414637,2023
26,POR,33-49,17-24,16-25,33,8-7,18-28,49,0.4024390243902439,17,24,0.4146341463414634,16,25,0.3902439024390244,2023
27,CHO,27-55,13-28,14-27,27,3-3,8-35,55,0.32926829268292684,13,28,0.3170731707317073,14,27,0.34146341463414637,2023
28,HOU,22-60,14-27,8-33,22,5-4,6-36,60,0.2682926829268293,14,27,0.34146341463414637,8,33,0.1951219512195122,2023
29,SAS,22-60,14-27,8-33,22,3-3,6-42,60,0.2682926829268293,14,27,0.34146341463414637,8,33,0.1951219512195122,2023
30,DET,17-65,9-32,8-33,17,2-8,6-37,65,0.2073170731707317,9,32,0.21951219512195122,8,33,0.1951219512195122,2023
1,BOS,64-18,37-4,27-14,64,6-7,42-5,18,0.7804878048780488,37,4,0.9024390243902439,27,14,0.6585365853658537,2024
2,DEN,57-25,33-8,24-17,57,6-6,28-10,25,0.6951219512195121,33,8,0.8048780487804879,24,17,0.5853658536585366,2024
3,OKC,57-25,33-8,24-17,57,6-3,32-10,25,0.6951219512195121,33,8,0.8048780487804879,24,17,0.5853658536585366,2024
4,MIN,56-26,30-11,26-15,56,7-6,32-10,26,0.6829268292682927,30,11,0.7317073170731707,26,15,0.6341463414634146,2024
5,LAC,51-31,25-16,26-15,51,6-4,28-17,31,0.6219512195121951,25,16,0.6097560975609756,26,15,0.6341463414634146,2024
6,DAL,50-32,25-16,25-16,50,5-2,31-21,32,0.6097560975609756,25,16,0.6097560975609756,25,16,0.6097560975609756,2024
7,NYK,50-32,27-14,23-18,50,4-3,32-16,32,0.6097560975609756,27,14,0.6585365853658537,23,18,0.5609756097560976,2024
8,MIL,49-33,31-11,18-22,49,4-6,25-16,33,0.5975609756097561,31,11,0.7380952380952381,18,22,0.45,2024
9,NOP,49-33,21-19,28-14,49,1-7,32-18,33,0.5975609756097561,21,19,0.525,28,14,0.6666666666666666,2024
10,PHO,49-33,25-16,24-17,49,8-6,29-14,33,0.5975609756097561,25,16,0.6097560975609756,24,17,0.5853658536585366,2024
11,CLE,48-34,26-15,22-19,48,9-5,24-16,34,0.5853658536585366,26,15,0.6341463414634146,22,19,0.5365853658536586,2024
12,IND,47-35,26-15,21-20,47,6-5,30-16,35,0.573170731707317,26,15,0.6341463414634146,21,20,0.5121951219512195,2024
13,LAL,47-35,28-14,19-21,47,11-4,20-25,35,0.573170731707317,28,14,0.6666666666666666,19,21,0.475,2024
14,ORL,47-35,29-12,18-23,47,6-9,27-20,35,0.573170731707317,29,12,0.7073170731707317,18,23,0.43902439024390244,2024
15,PHI,47-35,25-16,22-19,47,3-4,27-18,35,0.573170731707317,25,16,0.6097560975609756,22,19,0.5365853658536586,2024
16,MIA,46-36,22-19,24-17,46,8-4,21-15,36,0.5609756097560976,22,19,0.5365853658536586,24,17,0.5853658536585366,2024
17,GSW,46-36,21-20,25-16,46,4-11,24-12,36,0.5609756097560976,21,20,0.5121951219512195,25,16,0.6097560975609756,2024
18,SAC,46-36,24-17,22-19,46,6-5,26-19,36,0.5609756097560976,24,17,0.5853658536585366,22,19,0.5365853658536586,2024
19,HOU,41-41,27-14,14-27,41,8-5,23-17,41,0.5,27,14,0.6585365853658537,14,27,0.34146341463414637,2024
20,CHI,39-43,20-21,19-22,39,6-8,12-25,43,0.47560975609756095,20,21,0.4878048780487805,19,22,0.4634146341463415,2024
21,ATL,36-46,21-20,15-26,36,9-6,15-21,46,0.43902439024390244,21,20,0.5121951219512195,15,26,0.36585365853658536,2024
22,BRK,32-50,20-21,12-29,32,4-6,17-28,50,0.3902439024390244,20,21,0.4878048780487805,12,29,0.2926829268292683,2024
23,UTA,31-51,21-20,10-31,31,5-8,15-33,51,0.3780487804878049,21,20,0.5121951219512195,10,31,0.24390243902439024,2024
24,MEM,27-55,9-32,18-23,27,6-3,11-31,55,0.32926829268292684,9,32,0.21951219512195122,18,23,0.43902439024390244,2024
25,TOR,25-57,14-27,11-30,25,5-10,10-30,57,0.3048780487804878,14,27,0.34146341463414637,11,30,0.2682926829268293,2024
26,SAS,22-60,12-29,10-31,22,5-7,12-31,60,0.2682926829268293,12,29,0.2926829268292683,10,31,0.24390243902439024,2024
27,CHO,21-61,11-30,10-31,21,7-3,5-43,61,0.25609756097560976,11,30,0.2682926829268293,10,31,0.24390243902439024,2024
28,POR,21-61,11-30,10-31,21,5-6,5-38,61,0.25609756097560976,11,30,0.2682926829268293,10,31,0.24390243902439024,2024
29,WAS,15-67,7-34,8-33,15,4-5,6-35,67,0.18292682926829268,7,34,0.17073170731707318,8,33,0.1951219512195122,2024
30,DET,14-68,7-33,7-35,14,1-7,8-39,68,0.17073170731707318,7,33,0.175,7,35,0.16666666666666666,2024
1,OKC,68-14,36-6,32-8,68,1-4,54-5,14,0.8292682926829268,36,6,0.8571428571428571,32,8,0.8,2025
2,CLE,64-18,34-7,30-11,64,5-4,41-7,18,0.7804878048780488,34,7,0.8292682926829268,30,11,0.7317073170731707,2025
3,BOS,61-21,28-13,33-8,61,8-3,41-7,21,0.7439024390243902,28,13,0.6829268292682927,33,8,0.8048780487804879,2025
4,HOU,52-30,29-12,23-18,52,8-5,26-12,30,0.6341463414634146,29,12,0.7073170731707317,23,18,0.5609756097560976,2025
5,NYK,51-31,27-14,24-17,51,7-3,31-19,31,0.6219512195121951,27,14,0.6585365853658537,24,17,0.5853658536585366,2025
6,DEN,50-32,26-15,24-17,50,8-6,31-17,32,0.6097560975609756,26,15,0.6341463414634146,24,17,0.5853658536585366,2025
7,IND,50-32,29-12,21-20,50,6-2,25-17,32,0.6097560975609756,29,12,0.7073170731707317,21,20,0.5121951219512195,2025
8,LAC,50-32,30-11,20-21,50,5-7,32-13,32,0.6097560975609756,30,11,0.7317073170731707,20,21,0.4878048780487805,2025
9,LAL,50-32,31-10,19-22,50,4-6,22-21,32,0.6097560975609756,31,10,0.7560975609756098,19,22,0.4634146341463415,2025
10,MIN,49-33,25-16,24-17,49,11-11,31-9,33,0.5975609756097561,25,16,0.6097560975609756,24,17,0.5853658536585366,2025
11,GSW,48-34,24-17,24-17,48,6-6,26-15,34,0.5853658536585366,24,17,0.5853658536585366,24,17,0.5853658536585366,2025
12,MEM,48-34,26-15,22-19,48,9-6,31-15,34,0.5853658536585366,26,15,0.6341463414634146,22,19,0.5365853658536586,2025
13,MIL,48-34,28-14,20-20,48,5-9,25-19,34,0.5853658536585366,28,14,0.6666666666666666,20,20,0.5,2025
14,DET,44-38,22-19,22-19,44,8-6,23-17,38,0.5365853658536586,22,19,0.5365853658536586,22,19,0.5365853658536586,2025
15,ORL,41-41,22-19,19-22,41,4-7,22-20,41,0.5,22,19,0.5365853658536586,19,22,0.4634146341463415,2025
16,ATL,40-42,21-19,19-23,40,8-6,20-21,42,0.4878048780487805,21,19,0.525,19,23,0.4523809523809524,2025
17,SAC,40-42,20-21,20-21,40,4-9,22-19,42,0.4878048780487805,20,21,0.4878048780487805,20,21,0.4878048780487805,2025
18,CHI,39-43,18-23,21-20,39,6-4,23-26,43,0.47560975609756095,18,23,0.43902439024390244,21,20,0.5121951219512195,2025
19,DAL,39-43,22-18,17-25,39,5-8,17-24,43,0.47560975609756095,22,18,0.55,17,25,0.40476190476190477,2025
20,MIA,37-45,19-22,18-23,37,3-11,22-18,45,0.45121951219512196,19,22,0.4634146341463415,18,23,0.43902439024390244,2025
21,PHO,36-46,24-17,12-29,36,7-5,13-26,46,0.43902439024390244,24,17,0.5853658536585366,12,29,0.2926829268292683,2025
22,POR,36-46,22-19,14-27,36,7-4,19-30,46,0.43902439024390244,22,19,0.5365853658536586,14,27,0.34146341463414637,2025
23,SAS,34-48,20-21,14-27,34,7-7,17-32,48,0.4146341463414634,20,21,0.4878048780487805,14,27,0.34146341463414637,2025
24,TOR,30-52,18-23,12-29,30,7-9,16-28,52,0.36585365853658536,18,23,0.43902439024390244,12,29,0.2926829268292683,2025
25,BRK,26-56,12-29,14-27,26,8-7,7-32,56,0.3170731707317073,12,29,0.2926829268292683,14,27,0.34146341463414637,2025
26,PHI,24-58,12-29,12-29,24,4-4,10-35,58,0.2926829268292683,12,29,0.2926829268292683,12,29,0.2926829268292683,2025
27,NOP,21-61,14-27,7-34,21,3-8,6-38,61,0.25609756097560976,14,27,0.34146341463414637,7,34,0.17073170731707318,2025
28,CHO,19-63,12-29,7-34,19,8-7,5-39,63,0.23170731707317074,12,29,0.2926829268292683,7,34,0.17073170731707318,2025
29,WAS,18-64,8-33,10-31,18,7-2,5-53,64,0.21951219512195122,8,33,0.1951219512195122,10,31,0.24390243902439024,2025
30,UTA,17-65,10-31,7-34,17,5-8,8-37,65,0.2073170731707317,10,31,0.24390243902439024,7,34,0.17073170731707318,2025
